Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
LNG,United Parcel Service,3675 Swinnea Rd,,Memphis,TN,38118,,,E,,Private,,,,,,,,,,,,200-9,35.047344,-89.967716,2021-04-08,74889,2021-04-08 20:32:57 UTC,P,,,2016-04-12,,HD,,,,US,,,,Privé,,private,,,STANDALONE_STATION,,,,,,,,,,,,,,,HD,,
ELEC,LAKESBELLEVUE LAKESBELLEVUE,200 Erin Ln,,Nashville,TN,37221,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.079471,-86.908649,2021-12-01,75502,2021-12-01 00:30:49 UTC,,,,2016-05-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA CARTA NORTH,215 Broad St,,Chattanooga,TN,37402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.05385,-85.31132,2021-12-01,75629,2021-12-01 00:30:49 UTC,,,,2016-05-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA THEATRECENTRE 1,200 River St,,Chattanooga,TN,37405,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.061201,-85.30598,2021-12-01,75630,2021-12-01 00:30:49 UTC,,,,2016-05-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA N SHORE GARAGE,305 Frazier Ave,,Chattanooga,TN,37405,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.062618,-85.305176,2021-12-01,75631,2021-12-01 00:30:49 UTC,,,,2016-05-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA SHUTTLE PARK S,1398 Market Street,,Chattanooga,TN,37402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.038031,-85.307156,2021-12-01,75671,2021-12-01 00:30:49 UTC,,,,2016-05-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA INCLINE RAILWAY,3917 St Elmo Ave,,Chattanooga,TN,37409,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.009534,-85.328442,2021-12-01,75696,2021-12-01 00:30:49 UTC,,,,2016-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
CNG,American Natural Gas,1560 Winchester Hwy,,Fayetteville,TN,37334,,866-264-6220,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Wright_Exp,,Q,3600,,,,,,,200-9,35.165628,-86.535068,2021-04-08,75846,2021-04-08 20:32:57 UTC,P,,,2017-01-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,3,,1000,129501,,,,,,,,Q,3600,HD,,,
ELEC,GERMANTOWN1 IMT GERMANTOWN2,1100 3rd Ave N,,Nashville,TN,37208,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.17576,-86.784768,2021-12-01,76199,2021-12-01 00:30:49 UTC,,,,2016-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Calsonic Kansei North America,1 Calsonic Way,,Shelbyville,TN,37160,,,E,,Private,Employee use only,,,,,,,1,,Non-Networked,,200-8,35.521463,-86.45476,2020-09-03,76687,2021-11-12 19:00:34 UTC,P,,,2016-03-01,,,,,CHADEMO,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
E85,Speedway #7159,1065 Deep Springs Rd,,Dandridge,TN,37725,,865-397-0985,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,36.010385,-83.532717,2021-09-10,76906,2021-09-10 19:40:26 UTC,P,,,2016-07-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
ELEC,CARTA ERLANGER E HOSP,1751 Gunbarrel Road,,Chattanooga,TN,37421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.023738,-85.160777,2021-12-01,77360,2021-12-01 00:30:49 UTC,,,,2016-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA NORTHGATE MALL,271 Northgate Mall Dr,,Chattanooga,TN,37343,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.130823,-85.238173,2021-12-01,77361,2021-12-01 00:30:49 UTC,,,,2016-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA FLYING SQUIRREL,55 Johnson Street,,Chattanooga,TN,37408,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.035854,-85.305218,2021-12-01,77363,2021-12-01 00:30:49 UTC,,,,2016-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA MEMORIAL HOSP,2525 Desales Ave.,,Chattanooga,TN,37406,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.043855,-85.260525,2021-12-01,77364,2021-12-01 00:30:49 UTC,,,,2016-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA CHATTANOOGA ZOO,301 North Holtzclaw,,Chattanooga,TN,37404,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.043794,-85.280574,2021-12-01,77365,2021-12-01 00:30:49 UTC,,,,2016-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA HAMILTON MALL,2120 Hamilton Pl Blvd,,Chattanooga,TN,37421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.035694,-85.15777,2021-12-01,77366,2021-12-01 00:30:49 UTC,,,,2016-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA BETHLEHEM CNTR,200 West 38th Street,,Chattanooga,TN,37410,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.005733,-85.311911,2021-12-01,77367,2021-12-01 00:30:49 UTC,,,,2016-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
BD,Twice Daily #6135,911 S Hartmann Dr,"I-40, Exit 236",Lebanon,TN,37090,,615-453-5409,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,B20,,,,,,,,,200-8,36.188573,-86.326256,2021-09-10,77441,2021-09-10 19:40:26 UTC,P,,,2007-03-01,,,,,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
ELEC,Big South Fork National River and Recreation Area,4564 Leatherwood Rd,,Oneida,TN,37841,,,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.470898,-84.651393,2021-02-22,77668,2021-03-11 23:22:17 UTC,FG,16,Department of the Interior,2016-08-15,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,
CNG,Knoxville Utilities Board,1820 3rd Creek Rd,,Knoxville,TN,37921,,,E,,Public - Credit card at all times,24 hours daily,D M V Voyager,,Q,3600,,,,,,,200-8,35.966518,-83.991825,2021-10-12,78289,2021-10-12 12:58:36 UTC,T,,,2017-01-13,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,4,,,,,,,,,,,Q,3600,HD,,,
ELEC,University of Tennessee - 11th Street Parking Garage,1101 Cumberland Ave,Top level,Knoxville,TN,37916,,865-974-6031,E,,Public,24 hours daily; parking permit required,,,,,,2,1,,Non-Networked,,200-9,35.95953,-83.924911,2021-10-12,78292,2021-10-12 12:58:36 UTC,P,,,2015-10-01,,,,,CHADEMO J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,SOLAR,
ELEC,University of Tennessee - Staff Area 23,1350 Pat Head Summitt St,,Knoxville,TN,37916,,865-974-6031,E,,Public,24 hours daily; parking permit required,,,,,,6,,,Non-Networked,,GPS,35.951858,-83.9316,2021-10-12,78293,2021-10-12 12:58:36 UTC,P,,,2015-10-01,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,SOLAR,
ELEC,University of Tennessee - Agriculture Campus,2402 Chapman Dr,,Knoxville,TN,37916,,865-974-6031,E,,Public,24 hours daily; parking permit required,,,,,,6,,,Non-Networked,,GPS,35.946202,-83.93878,2021-10-12,78294,2021-10-12 12:58:36 UTC,P,,,2015-10-01,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,SOLAR,
ELEC,CARTA AIRPORT LOT2 #3,1001 Airport Rd,,Chattanooga,TN,37421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.038042,-85.195795,2021-12-01,78354,2021-12-01 00:30:49 UTC,,,,2016-09-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA SAU 4,Hickman Drive,,Collegedale,TN,37363,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.050309,-85.050405,2021-12-01,78399,2021-12-01 00:30:49 UTC,,,,2016-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SEVENSPRINGS 7SPRINGS_3,320 Seven Springs Way,,Brentwood,TN,37027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.041618,-86.770424,2021-12-01,78943,2021-12-01 00:30:49 UTC,,,,2016-10-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BNA EXPRESS STATION 01,115 Knapp Blvd,,Nashville,TN,37217,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.110741,-86.672007,2021-12-01,79332,2021-12-01 00:30:49 UTC,,,,2016-10-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TAPESTRY EV 1,300 Centerview Dr,,Brentwood,TN,37027,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.026078,-86.789115,2021-12-01,79958,2021-12-01 00:30:49 UTC,,,,2016-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
E85,Speedway #7173,108 Battalion Blvd,,Murfreesboro,TN,37128,,615-217-3134,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,35.84364739757036,-86.47039264440536,2021-09-10,80162,2021-09-10 19:40:26 UTC,P,,,2016-12-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
ELEC,AT&T,333 Commerce St,,Nashville,TN,37201,,,E,,Private,AT&T fleet vehicle use only,,,,,,1,,,Non-Networked,,200-9,36.162131,-86.777114,2021-10-12,80223,2021-10-12 12:58:36 UTC,P,,,2014-06-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,CARTA ST ELMO #1,3001-3099 St Elmo Ave,,Chattanooga,TN,37408,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.021658,-85.321318,2021-12-01,80496,2021-12-01 00:30:49 UTC,,,,2017-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA 548 VINE ST #2,548 Vine St,,Chattanooga,TN,37403,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.048058,-85.300749,2021-12-01,80499,2021-12-01 00:30:49 UTC,,,,2017-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA MLK,527 E M L King Blvd,,Chattanooga,TN,37403,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.043428,-85.301786,2021-12-01,80500,2021-12-01 00:30:49 UTC,,,,2017-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA W11TH ST @BROAD,1-99 W 11th St,,Chattanooga,TN,37402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.04403,-85.310026,2021-12-01,80504,2021-12-01 00:30:49 UTC,,,,2017-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,INTOWN SUITES SMYRNA,10700-10798 Cedar Grove Rd,,Smyrna,TN,37167,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.97745,-86.560795,2021-12-01,85392,2021-12-01 00:30:49 UTC,,,,2017-06-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
E85,Speedway #7103,1609 N Locust Ave,,Lawrenceburg,TN,38464,,931-762-2768,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,35.260527,-87.32425,2021-09-10,85721,2021-09-10 19:40:26 UTC,P,,,2017-06-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
E85,Speedway #7180,1200 Memorial Blvd,,Springfield,TN,37172,,615-382-0682,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,36.501553,-86.881247,2021-09-10,85722,2021-09-10 19:40:26 UTC,P,,,2017-06-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
ELEC,CARTA MAI BELL APT,601-699 S Hawthorne St,,Chattanooga,TN,37404,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.033667,-85.277644,2021-12-01,85877,2021-12-01 00:30:49 UTC,,,,2017-07-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
CNG,Metropolitan Nashville Airport Authority,804 Hanger Ln,,Nashville,TN,37214,,,E,,Private,,,,Q,3600,,,,,,,200-8,36.119875,-86.673747,2021-09-10,86010,2021-09-10 19:40:26 UTC,P,,,2017-04-27,,HD,,,,US,,,,Privé,,private,,,AIRPORT,,NONE,,,,,,,,,,Q,3600,HD,,,
BD,Oak Ridge National Laboratory,1 Bethel Valley Rd,,Oak Ridge,TN,37932,,,E,,Private,DOE fleet use only,,B20,,,,,,,,,GPS,35.934411,-84.300064,2021-02-22,87010,2021-03-04 18:40:37 UTC,FG,8,U.S. Department of Energy,2006-06-15,,,,,,US,,,,Privé,,private,,DOE,RESEARCH_FACILITY,,,,,,,,,,,,,,,,,
ELEC,BMW NASHVILLE STATION 5,1568 Mallory Ln,,Brentwood,TN,37027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.979926,-86.804875,2021-12-01,87676,2021-12-01 00:30:49 UTC,,,,2017-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Chattanooga Area Regional Transportation Authority,1617 Wilcox Blvd,,Chattanooga,TN,37406,,,E,,Private,Fleet use only,,,,,,,1,,Non-Networked,,GPS,35.0571557,-85.2715317,2021-02-15,87945,2021-11-11 22:44:00 UTC,LG,,,2018-05-30,,,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,
ELEC,CMR CRESCENT_2,13th Ave,,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.151133,-86.788375,2021-12-01,88328,2021-12-01 00:30:49 UTC,,,,2017-11-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CMR CRESCENT_1,1307 Division St,,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.151175,-86.788352,2021-12-01,88336,2021-12-01 00:30:49 UTC,,,,2017-11-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
E85,Speedway #7104,1203 McArthur St,,Manchester,TN,37355,,931-723-2556,E,,Public,24 hours daily,A Cash D Debit M V,,,,,,,,,,200-9,35.464646,-86.08554,2021-09-10,88738,2021-09-10 19:40:26 UTC,P,,,2017-12-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
ELEC,222 SECOND AVE STATION 1,222 2nd Ave S,,Nashville,TN,37201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.159358,-86.773256,2021-12-01,89051,2021-12-01 00:30:49 UTC,,,,2017-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA 8007 VOLKSWAGEN,8007 Volkswagen Dr,,Chattanooga,TN,37421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.072113,-85.131349,2021-12-01,89771,2021-12-01 00:30:49 UTC,,,,2017-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CARTA 7380 TN 317,7380 TN-317,,Chattanooga,TN,37421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.070661,-85.133595,2021-12-01,89772,2021-12-01 00:30:49 UTC,,,,2017-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
CNG,Waste Management - Jackson,137 Lawrence Switch Rd,,Jackson,TN,38301,,,E,,Private,,,,Q,3600,,,,,,,200-9,35.646984,-88.79574,2021-05-06,91974,2021-05-06 13:19:19 UTC,P,,,2018-02-07,,HD,,,,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,Q,3600,HD,,,
E85,Speedway #7111,15852 Highway 13 S,,Hurricane Mills,TN,37078,,931-296-9008,E,,Public,24 hours daily,A Cash D Debit M V,,,,,,,,,,200-9,35.877598,-87.801972,2021-09-10,92081,2021-09-10 19:40:26 UTC,P,,,2018-02-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
E85,Speedway #7118,1261 S Lowry St,,Smyrna,TN,37167,,615-220-1159,E,,Public,24 hours daily,A Cash D Debit M V,,,,,,,,,,200-9,35.948954,-86.488096,2021-09-10,92082,2021-09-10 19:40:26 UTC,P,,,2018-02-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
E85,Speedway #7140,610 N Cumberland St,,Lebanon,TN,37087,,615-449-0140,E,,Public,24 hours daily,A Cash D Debit M V,,,,,,,,,,200-9,36.215284,-86.290243,2021-09-10,92083,2021-09-10 19:40:26 UTC,P,,,2018-02-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,
ELEC,505 MDHA B4 GW,505 Church St,,Nashville,TN,37219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.16341,-86.779297,2021-12-01,92365,2021-12-01 00:30:49 UTC,,,,2018-03-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Lakeside Centre Two,2095 Lakeside Centre Way,,Knoxville,TN,37922,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.860623,-84.064901,2021-11-30,95059,2021-11-30 22:55:12 UTC,,,,2017-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Marriott Nashville Airport,600 Marriott Drive,,Nashville,TN,37214,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,36.146941,-86.692287,2021-11-30,95081,2021-11-30 22:55:12 UTC,,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Hampton Inn Knoxville,7445 Sawyer Ln,,Knoxville,TN,37924,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,36.005686,-83.770234,2021-11-30,95109,2021-11-30 22:55:12 UTC,,,,2011-10-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Integra Creek,3625 Manson Pike,"For residents & guests only.
",Murfreesboro,TN,37128,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,35.8694,-86.468,2021-11-30,95140,2021-11-30 22:55:12 UTC,,,,2015-02-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Brookview Promenade,265 Brookview Centre Way,,Knoxville,TN,37919,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,35.935669,-84.005456,2021-11-30,95183,2021-11-30 22:55:12 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Hampton Inn,585 Fort Loudon Medical Center Dr,,Lenoir City,TN,37772,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.825657,-84.271371,2021-11-30,95186,2021-11-30 22:55:12 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Hilton Garden Inn,2631 Highwood Blvd,,Smyrna,TN,37167,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.971957,-86.571502,2021-11-30,95187,2021-11-30 22:55:12 UTC,,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Holiday Inn Express,730 Rufus Graham Rd,,Knoxville,TN,37924,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,36.008159,-83.76964,2021-11-30,95188,2021-11-30 22:55:12 UTC,,,,2012-05-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Hampton Inn and Suites,2573 Highwood Blvd,,Smyrna,TN,37167,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.971817,-86.570282,2021-11-30,95189,2021-11-30 22:55:12 UTC,,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Henderson Hutcherson and McCullough,1200 Market St,,Chattanooga,TN,37402,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.0421861,-85.308904,2021-11-30,95190,2021-11-30 22:55:12 UTC,,,,2012-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Titanic Pigeon Forge,2134 Parkway,,Pigeon Forge,TN,37863,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.821406,-83.578337,2021-11-30,95203,2021-11-30 22:55:12 UTC,,,,2012-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Loews Vanderbilt Hotel,2100 West End Avenue,"Paid Parking Garage
",Nashville,TN,37203,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,36.150544,-86.802403,2021-11-30,95221,2021-11-30 22:55:12 UTC,,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
